Newton's Laws of Motion,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.0824/
Newton's Laws of Motion,5.1 Forces,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.1146/
Newton's Laws of Motion,5.2 Newton's First Law,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.1256/
Newton's Laws of Motion,5.3 Newton's Second Law,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.1408/
Newton's Laws of Motion,5.4 Mass and Weight,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.1509/
Newton's Laws of Motion,5.5 Newton’s Third Law,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.2050/
Newton's Laws of Motion,5.6 Common Forces,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.2212/
Newton's Laws of Motion,5.7 Drawing Free-Body Diagrams,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.2454/
Applications of Newton's Laws,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.2623/
Applications of Newton's Laws,6.1 Solving Problems with Newton’s Laws,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.2739/
Applications of Newton's Laws,6.2 Friction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.3145/
Applications of Newton's Laws,6.3 Centripetal Force,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.3424/
Applications of Newton's Laws,6.4 Drag Force and Terminal Speed,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.3607/
Work and Kinetic Energy,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.3740/
Work and Kinetic Energy,7.1 Work,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.3902/
Work and Kinetic Energy,7.2 Kinetic Energy,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.4010/
Work and Kinetic Energy,7.3 Work-Energy Theorem,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.4131/
Work and Kinetic Energy,7.4 Power,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.4227/
Potential Energy and Conservation of Energy,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-14.1805/
Potential Energy and Conservation of Energy,8.1 Potential Energy of a System,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4320/
Potential Energy and Conservation of Energy,8.2 Conservative and Non-Conservative Forces,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4508/
Potential Energy and Conservation of Energy,8.3 Conservation of Energy,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4633/
Potential Energy and Conservation of Energy,8.4 Potential Energy Diagrams and Stability,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4759/
Potential Energy and Conservation of Energy,8.5 Sources of Energy,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4941/
Linear Momentum and Collisions,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.5120/
Linear Momentum and Collisions,9.1 Linear Momentum,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.5219/
Linear Momentum and Collisions,9.2 Impulse and Collisions,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.5515/
Linear Momentum and Collisions,9.3 Conservation of Linear Momentum,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.5644/
Linear Momentum and Collisions,9.4 Types of Collisions,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.5757/
Linear Momentum and Collisions,9.5 Collisions in Multiple Dimensions,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.5846/
Linear Momentum and Collisions,9.6 Center of Mass,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0015/
Linear Momentum and Collisions,9.7 Rocket Propulsion,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0215/
Fixed-Axis Rotation,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0448/
Fixed-Axis Rotation,10.1 Rotational Variables,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0546/
Fixed-Axis Rotation,10.2 Rotation with Constant Angular Acceleration,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0728/
Fixed-Axis Rotation,10.3 Relating Angular and Translational Quantities,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1001/
Fixed-Axis Rotation,10.4 Moment of Inertia and Rotational Kinetic Energy,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1112/
Fixed-Axis Rotation,10.5 Calculating Moments of Inertia,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1221/
Fixed-Axis Rotation,10.6 Torque,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1357/
Fixed-Axis Rotation,10.7 Newton’s Second Law for Rotation,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1502/
Fixed-Axis Rotation,10.8 Work and Power for Rotational Motion,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1615/
Angular Momentum,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1725/
Angular Momentum,11.1 Rolling Motion,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.2012/
Angular Momentum,11.2 Angular Momentum,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.2307/
Angular Momentum,11.3 Conservation of Angular Momentum,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.2416/
Angular Momentum,11.4 Precession of a Gyroscope,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.2522/
Static Equilibrium and Elasticity,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.2632/
Static Equilibrium and Elasticity,12.1 Conditions for Static Equilibrium,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.2800/
Static Equilibrium and Elasticity,12.2 Examples of Static Equilibrium,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3017/
Static Equilibrium and Elasticity,12.3 Stress Strain and Elastic Modulus,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3136/
Static Equilibrium and Elasticity,12.4 Elasticity and Plasticity,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3240/
Gravitation,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3354/
Gravitation,13.1 Newton's Law of Universal Gravitation,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3516/
Gravitation,13.2 Gravitation Near Earth's Surface,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3629/
Gravitation,13.3 Gravitational Potential Energy and Total Energy,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3710/
Gravitation,13.4 Satellite Orbits and Energy,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3802/
Gravitation,13.5 Kepler's Laws of Planetary Motion,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3908/
Gravitation,13.6 Tidal Forces,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3956/
Gravitation,13.7 Einstein's Theory of Gravity,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4052/
Fluid Mechanics,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4148/
Fluid Mechanics,14.1 Fluids Density and Pressure,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4556/
Fluid Mechanics,14.2 Measuring Pressure,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4721/
Fluid Mechanics,14.3 Pascal's Principle and Hydraulics,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4811/
Fluid Mechanics,14.4 Archimedes’ Principle and Buoyancy,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4911/
Fluid Mechanics,14.5 Fluid Dynamics,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4959/
Fluid Mechanics,14.6 Bernoulli’s Equation,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.5107/
Fluid Mechanics,14.7 Viscosity and Turbulence,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.5151/
Oscillations,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0810/
Oscillations,15.1 Simple Harmonic Motion,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0931/
Oscillations,15.2 Energy in Simple Harmonic Motion,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1037/
Oscillations,15.3 Comparing Simple Harmonic Motion and Circular Motion,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1133/
Oscillations,15.4 Pendulums,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1231/
Oscillations,15.5 Damped Oscillations,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1333/
Oscillations,15.6 Forced Oscillations,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1420/
Waves,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1532/
Waves,16.1 Traveling Waves,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1645/
Waves,16.2 Mathematics of Waves,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.2640/
Waves,16.3 Wave Speed on a Stretched String,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.2723/
Waves,16.4 Energy and Power of a Wave,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.2809/
Waves,16.5 Interference of Waves,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.2906/
Waves,16.6 Standing Waves and Resonance,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3019/
Sound,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3126/
Sound,17.1 Sound Waves,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3332/
Sound,17.2 Speed of Sound,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3431/
Sound,17.3 Sound Intensity,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3630/
Sound,17.4 Normal Modes of a Standing Sound Wave,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.3821/
Sound,17.5 Sources of Musical Sound,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4000/
Sound,17.6 Beats,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4152/
Sound,17.7 The Doppler Effect,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4441/
Sound,17.8 Shock Waves,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.4728/
Temperature and Heat,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.5622/
Temperature and Heat,1.1 Temperature and Thermal Equilibrium,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.5730/
Temperature and Heat,1.2 Thermometers and Temperature Scales,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.5817/
Temperature and Heat,1.3 Thermal Expansion,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.5910/
Temperature and Heat,1.4 Heat Transfer. Specific Heat. and Calorimetry,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0000/
Temperature and Heat,1.5 Phase Changes,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0103/
Temperature and Heat,1.6 Mechanisms of Heat Transfer,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0246/
The Kinetic Theory of Gases,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0427/
The Kinetic Theory of Gases,2.1 Molecular Model of an Ideal Gas,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0602/
The Kinetic Theory of Gases,2.2 Pressure Temperature and RMS Speed,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.0802/
The Kinetic Theory of Gases,2.3 Heat Capacity and Equipartition of Energy,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1204/
The Kinetic Theory of Gases,2.4 Distribution of Molecular Speeds,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-15.1424/
The First Law of Thermodynamics,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4720/
The First Law of Thermodynamics,3.1 Thermodynamic Systems,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.5305/
The First Law of Thermodynamics,3.2 Work. Heat. and Internal Energy,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.5421/
The First Law of Thermodynamics,3.3 First Law of Thermodynamics,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.5549/
The First Law of Thermodynamics,3.4 Thermodynamic Processes,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0207/
The First Law of Thermodynamics,3.5 Heat Capacities of an Ideal Gas,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0426/
The First Law of Thermodynamics,3.6 Adiabatic Processes for an Ideal Gas,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0550/
The Second Law of Thermodynamics,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0901/
The Second Law of Thermodynamics,4.1 Reversible and Irreversible Processes,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.1355/
The Second Law of Thermodynamics,4.2 Heat Engines,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2048/
The Second Law of Thermodynamics,4.3 Refrigerators and Heat Pumps,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2217/
The Second Law of Thermodynamics,4.4 Statements of the Second Law of Thermodynamics,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.3207/
The Second Law of Thermodynamics,4.5 The Carnot Cycle,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4314/
The Second Law of Thermodynamics,4.6 Entropy,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4503/
The Second Law of Thermodynamics,4.7 Entropy on a Microscopic Scale,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4646/
Electric Charges and Fields,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0311/
Electric Charges and Fields,5.1 Electric Charge,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0411/
Electric Charges and Fields,5.2 Conductors. Insulators. and Charging by Induction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0553/
Electric Charges and Fields,5.3 Coulomb's Law,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0647/
Electric Charges and Fields,5.4 Electric Field,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0848/
Electric Charges and Fields,5.5 Calculating Electric Fields of Charge Distributions,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0958/
Electric Charges and Fields,5.6 Electric Field Lines,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.1112/
Electric Charges and Fields,5.7 Electric Dipoles,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.1219/
Gauss's Law,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2001/
Gauss's Law,6.1 Electric Flux,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2235/
Gauss's Law,6.2 Explaining Gauss’s Law,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2333/
Gauss's Law,6.3 Applying Gauss’s Law,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2436/
Gauss's Law,6.4 Conductors in Electrostatic Equilibrium,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2817/
Electric Potential,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2957/
Electric Potential,7.1 Electric Potential Energy,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.3109/
Electric Potential,7.2 Electric Potential and Potential Difference,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.3217/
Electric Potential,7.3 Calculations of Electric Potential,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.3314/
Electric Potential,7.4 Determining Field from Potential,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.3424/
Electric Potential,7.5 Equipotential Surfaces and Conductors,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.3619/
Electric Potential,7.6 Applications of Electrostatics,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.3809/
Capacitance,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.3918/
Capacitance,8.1 Capacitors and Capacitance,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4037/
Capacitance,8.2 Capacitors in Series and in Parallel,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4154/
Capacitance,8.3 Energy Stored in a Capacitor,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4255/
Capacitance,8.4 Capacitor with a Dielectric,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4356/
Capacitance,8.5 Molecular Model of a Dielectric,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4502/
Current and Resistance,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4624/
Current and Resistance,9.1 Electrical Current,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4721/
Current and Resistance,9.2 Model of Conduction in Metals,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4806/
Current and Resistance,9.3 Resistivity and Resistance,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4912/
Current and Resistance,9.4 Ohm's Law,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.5036/
Current and Resistance,9.5 Electrical Energy and Power,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.5127/
Current and Resistance,9.6 Superconductors,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.5220/
Direct-Current Circuits,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.5400/
Direct-Current Circuits,10.1 Electromotive Force,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.5658/
Direct-Current Circuits,10.2 Resistors in Series and Parallel,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.5909/
Direct-Current Circuits,10.3 Kirchhoff's Rules,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0231/
Direct-Current Circuits,10.4 Electrical Measuring Instruments,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0333/
Direct-Current Circuits,10.5 RC Circuits,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0425/
Direct-Current Circuits,10.6 Household Wiring and Electrical Safety,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0631/
Magnetic Forces and Fields,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0748/
Magnetic Forces and Fields,11.1 Magnetism and Its Historical Discoveries,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.0856/
Magnetic Forces and Fields,11.2 Magnetic Fields and Lines,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.1026/
Magnetic Forces and Fields,11.3 Motion of a Charged Particle in a Magnetic Field,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.1208/
Magnetic Forces and Fields,11.4 Magnetic Force on a Current-Carrying Conductor,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.1315/
Magnetic Forces and Fields,11.5 Force and Torque on a Current Loop,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.1408/
Magnetic Forces and Fields,11.6 The Hall Effect,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.1458/
Magnetic Forces and Fields,11.7 Applications of Magnetic Forces and Fields,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.1602/
Sources of Magnetic Fields,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.1734/
Sources of Magnetic Fields,12.1 The Biot-Savart Law,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.1854/
Sources of Magnetic Fields,12.2 Magnetic Field Due to a Thin Straight Wire,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.1952/
Sources of Magnetic Fields,12.3 Magnetic Force between Two Parallel Currents,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2057/
Sources of Magnetic Fields,12.4 Magnetic Field of a Current Loop,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2200/
Sources of Magnetic Fields,12.5 Ampère’s Law,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2312/
Sources of Magnetic Fields,12.6 Solenoids and Toroids,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2428/
Sources of Magnetic Fields,12.7 Magnetism in Matter,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2549/
Electromagnetic Induction,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.2650/
Electromagnetic Induction,13.1 Faraday’s Law,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.3722/
Electromagnetic Induction,13.2 Lenz's Law,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.3637/
Electromagnetic Induction,13.3 Motional Emf,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.3917/
Electromagnetic Induction,13.4 Induced Electric Fields,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4012/
Electromagnetic Induction,13.5 Eddy Currents,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4146/
Electromagnetic Induction,13.6 Electric Generators and Back Emf,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4354/
Electromagnetic Induction,13.7 Applications of Electromagnetic Induction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4520/
Inductance,Chapter introduction,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4649/
Inductance,14.1 Mutual Inductance,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4746/
Inductance,14.2 Self-Inductance and Inductors,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4856/
Inductance,14.3 Energy in a Magnetic Field,https://legacy.cnx.org/GroupWorkspaces/wg3884/Module.2017-02-17.4945/
